Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Farm Bahadurgarh,Farm Bahadurgarh,Sanour,Patiala,Punjab,771,70,0,701,1,Yes,Har ghar jal certified,Certificate by public health engineering department,94,94
Fatehpur Rajputan,Fatehpur Rajputan,Sanour,Patiala,Punjab,1626,702,0,924,2,Yes,Har ghar jal certified,Certificate by public health engineering department,315,315
Fatehpur Jattan,Fathepur Jattan,Sanour,Patiala,Punjab,340,89,0,251,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Ganour,Ganour,Sanour,Patiala,Punjab,598,220,0,378,1,Yes,Har ghar jal certified,Certificate by public health engineering department,96,96
Gounspur,Gaunspur,Sanour,Patiala,Punjab,338,0,0,338,1,Yes,Har ghar jal certified,Certificate by public health engineering department,78,78
Ghalori,Ghalori,Sanour,Patiala,Punjab,1020,237,0,783,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Gheora,Gheora,Sanour,Patiala,Punjab,1563,878,0,685,1,Yes,Har ghar jal certified,Certificate by public health engineering department,333,333
Gobindpur Urf Suniarheri,GOBINDPUR URF SANIARHERI,Sanour,Patiala,Punjab,194,9,0,185,1,Yes,Har ghar jal certified,Certificate by public health engineering department,36,36
Haji Majra,Haji Majra,Sanour,Patiala,Punjab,484,185,0,299,1,Yes,Har ghar jal certified,Certificate by public health engineering department,109,109
Hamayunpur,Hamayunpur,Sanour,Patiala,Punjab,6,0,0,6,1,Yes,Har ghar jal certified,Certificate by public health engineering department,3,3
Kasba Rurki,Hargobind Colony,Sanour,Patiala,Punjab,9403,3432,0,5971,5,Yes,Har ghar jal certified,Certificate by public health engineering department,1818,1818
Hari Nagar Urf Kherki,Hari Nagar Urf Kherki,Sanour,Patiala,Punjab,1827,695,0,1132,1,Yes,Har ghar jal certified,Certificate by public health engineering department,322,322
Hashampur,Hashampur,Sanour,Patiala,Punjab,157,23,0,134,1,Yes,Har ghar jal certified,Certificate by public health engineering department,36,36
Hussainpur Jolla,Hussainpur Jolla,Sanour,Patiala,Punjab,754,447,0,307,1,Yes,Har ghar jal certified,Certificate by public health engineering department,147,147
Jaffarnagar/ Sadiwal,Jafar Nagar Sadiwal,Sanour,Patiala,Punjab,495,99,0,396,1,Yes,Har ghar jal certified,Certificate by public health engineering department,98,98
Jafarpur,Jafarpur,Sanour,Patiala,Punjab,1014,466,0,548,1,Yes,Har ghar jal certified,Certificate by public health engineering department,179,179
Jalal Khera,Jalal Khera,Sanour,Patiala,Punjab,487,452,0,35,1,Yes,Har ghar jal certified,Certificate by public health engineering department,101,101
Jalalpur,Jalalpur,Sanour,Patiala,Punjab,2296,676,0,1620,2,Yes,Har ghar jal certified,Certificate by public health engineering department,436,436
Janherian,Janherian,Sanour,Patiala,Punjab,1147,55,0,1092,1,Yes,Har ghar jal certified,Certificate by public health engineering department,226,226
Jhandi,Jhandi,Sanour,Patiala,Punjab,1834,748,0,1086,1,Yes,Har ghar jal certified,Certificate by public health engineering department,366,366
Jogipur,Jogipur,Sanour,Patiala,Punjab,1755,628,0,1127,1,Yes,Har ghar jal certified,Certificate by public health engineering department,333,333
Kakepur,Kakepur,Sanour,Patiala,Punjab,488,149,0,339,1,Yes,Har ghar jal certified,Certificate by public health engineering department,86,86
Pakki Kui,Kakepur,Sanour,Patiala,Punjab,18,0,0,18,1,Yes,Har ghar jal certified,Certificate by public health engineering department,5,5
Kalar Bhaini,Kalar Bhaini,Sanour,Patiala,Punjab,1871,546,0,1325,1,Yes,Har ghar jal certified,Certificate by public health engineering department,348,348
Kamalpur,Kamalpur,Sanour,Patiala,Punjab,895,295,0,600,1,Yes,Har ghar jal certified,Certificate by public health engineering department,166,166
Karanpur,Karanpur,Sanour,Patiala,Punjab,1299,420,0,879,2,Yes,Har ghar jal certified,Certificate by public health engineering department,248,248
Karhali,Karhali,Sanour,Patiala,Punjab,3044,285,0,2759,1,Yes,Har ghar jal certified,Certificate by public health engineering department,646,646
Karheri,Karheri,Sanour,Patiala,Punjab,4553,611,0,3942,2,Yes,Har ghar jal certified,Certificate by public health engineering department,980,980
Kartarpur,Kartarpur,Sanour,Patiala,Punjab,567,159,0,408,1,Yes,Har ghar jal certified,Certificate by public health engineering department,115,115
Kasba Rurki,Kasba Rurki,Sanour,Patiala,Punjab,9403,3432,0,5971,5,Yes,Har ghar jal certified,Certificate by public health engineering department,1818,1818
Kauli,KAULI,Sanour,Patiala,Punjab,3544,2000,0,1544,2,Yes,Har ghar jal certified,Certificate by public health engineering department,606,606
MULTANPUR,KAULI,Sanour,Patiala,Punjab,381,96,0,285,1,Yes,Har ghar jal certified,Certificate by public health engineering department,86,86
KHANSIAN,Khansian,Sanour,Patiala,Punjab,1605,522,0,1083,2,Yes,Har ghar jal certified,Certificate by public health engineering department,338,338
Khera Jattan,Khera Jattan,Sanour,Patiala,Punjab,1100,222,0,878,1,Yes,Har ghar jal certified,Certificate by public health engineering department,192,192
Kheri Barna,Kheri Barna,Sanour,Patiala,Punjab,1046,346,0,700,1,Yes,Har ghar jal certified,Certificate by public health engineering department,204,204
Kheri Gujran,Kheri Gujran,Sanour,Patiala,Punjab,1850,688,0,1162,1,Yes,Har ghar jal certified,Certificate by public health engineering department,352,352
Khuda,Khudda,Sanour,Patiala,Punjab,2134,378,0,1756,2,Yes,Har ghar jal certified,Certificate by public health engineering department,361,361
SHAADIPUR,Khudda,Sanour,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Khusropur,Khusropur,Sanour,Patiala,Punjab,408,312,0,96,1,Yes,Har ghar jal certified,Certificate by public health engineering department,88,88
Kotla Gehru,Kotla Gehru,Sanour,Patiala,Punjab,571,131,0,440,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Kule Majra,Kule Majra,Sanour,Patiala,Punjab,489,28,0,461,1,Yes,Har ghar jal certified,Certificate by public health engineering department,89,89
Lalina,Lalina,Sanour,Patiala,Punjab,834,163,0,671,1,Yes,Har ghar jal certified,Certificate by public health engineering department,155,155
Langroi,Langroi,Sanour,Patiala,Punjab,1427,495,0,932,1,Yes,Har ghar jal certified,Certificate by public health engineering department,272,272
Maddo Majra,Maddo Majra,Sanour,Patiala,Punjab,889,400,0,489,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
MAHADIPUR,MAHADIPUR,Sanour,Patiala,Punjab,664,181,0,483,1,Yes,Har ghar jal certified,Certificate by public health engineering department,125,125
Main,Main,Sanour,Patiala,Punjab,2216,430,0,1786,1,Yes,Har ghar jal certified,Certificate by public health engineering department,470,470
Malikpur Jattan,Malakpur Jattan,Sanour,Patiala,Punjab,621,79,0,542,1,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Mardanheri,Mardanheri,Sanour,Patiala,Punjab,2971,1425,0,1546,1,Yes,Har ghar jal certified,Certificate by public health engineering department,525,525
Mavi Sappan,Mavi Sappan,Sanour,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mehargarh Batta,Mehargarh Batta,Sanour,Patiala,Punjab,752,315,0,437,1,Yes,Har ghar jal certified,Certificate by public health engineering department,149,149
Mehargarh Batti,Mehargarh Batti,Sanour,Patiala,Punjab,523,85,0,438,1,Yes,Har ghar jal certified,Certificate by public health engineering department,88,88
Mehmoodpur Jattan,Mehmadpur Jattan,Sanour,Patiala,Punjab,2644,497,0,2147,2,Yes,Har ghar jal certified,Certificate by public health engineering department,380,380
Mehmoodpur Arrian,Mehmoodpur Arrian,Sanour,Patiala,Punjab,250,68,0,182,1,Yes,Har ghar jal certified,Certificate by public health engineering department,43,43
Mithu Majra,Mithu Majra,Sanour,Patiala,Punjab,644,341,0,303,1,Yes,Har ghar jal certified,Certificate by public health engineering department,118,118
Raipur,Model Town Raipur,Sanour,Patiala,Punjab,2710,1029,0,1681,2,Yes,Har ghar jal certified,Certificate by public health engineering department,512,512
Mohabatpur,Mohabatpur,Sanour,Patiala,Punjab,354,7,0,347,1,Yes,Har ghar jal certified,Certificate by public health engineering department,66,66
Muradpur,Muradpur,Sanour,Patiala,Punjab,1204,152,0,1052,1,Yes,Har ghar jal certified,Certificate by public health engineering department,256,256
Nagar,Nagar,Sanour,Patiala,Punjab,323,0,0,323,1,Yes,Har ghar jal certified,Certificate by public health engineering department,56,56
Nanansu,Nanansu,Sanour,Patiala,Punjab,1893,919,0,974,1,Yes,Har ghar jal certified,Certificate by public health engineering department,329,329
Nogawan,Naugawan,Sanour,Patiala,Punjab,1349,257,0,1092,2,Yes,Har ghar jal certified,Certificate by public health engineering department,259,259
Mehmoodpur Jattan,Nawan Mehmadpur Jattan,Sanour,Patiala,Punjab,2644,497,0,2147,2,Yes,Har ghar jal certified,Certificate by public health engineering department,380,380
Noor Kherian,Noor Kherian,Sanour,Patiala,Punjab,2233,647,0,1586,1,Yes,Har ghar jal certified,Certificate by public health engineering department,410,410
Paharipur,Paharipur,Sanour,Patiala,Punjab,520,180,0,340,1,Yes,Har ghar jal certified,Certificate by public health engineering department,99,99
Panoudian,Panaudian,Sanour,Patiala,Punjab,755,174,0,581,1,Yes,Har ghar jal certified,Certificate by public health engineering department,80,80
Panjola,Panjola,Sanour,Patiala,Punjab,2552,478,0,2074,1,Yes,Har ghar jal certified,Certificate by public health engineering department,460,460
Partapgarh Urf Tara Chand,Partapgarh,Sanour,Patiala,Punjab,425,192,0,233,1,Yes,Har ghar jal certified,Certificate by public health engineering department,91,91
Passiana,Passiana,Sanour,Patiala,Punjab,3109,679,0,2430,1,Yes,Har ghar jal certified,Certificate by public health engineering department,644,644
Kasba Rurki,Peer Colony,Sanour,Patiala,Punjab,9403,3432,0,5971,5,Yes,Har ghar jal certified,Certificate by public health engineering department,1818,1818
Punia Jattan,Punia Jattan,Sanour,Patiala,Punjab,625,197,0,428,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Raipur,Raipur,Sanour,Patiala,Punjab,2710,1029,0,1681,2,Yes,Har ghar jal certified,Certificate by public health engineering department,512,512
Ram Nagar Alias Bakshiwala,Ram Nagar Alias Bakshiwala,Sanour,Patiala,Punjab,2245,1325,0,920,1,Yes,Har ghar jal certified,Certificate by public health engineering department,336,336
Ramgarh,Ramgarh,Sanour,Patiala,Punjab,1211,266,0,945,1,Yes,Har ghar jal certified,Certificate by public health engineering department,233,233
Randhawa,Randhawa,Sanour,Patiala,Punjab,1091,559,0,532,1,Yes,Har ghar jal certified,Certificate by public health engineering department,295,295
Rasulpur Jorran,Rasulpur Jaura,Sanour,Patiala,Punjab,879,190,0,689,2,Yes,Har ghar jal certified,Certificate by public health engineering department,174,174
Rathian,Rathian,Sanour,Patiala,Punjab,1554,477,0,1077,1,Yes,Har ghar jal certified,Certificate by public health engineering department,317,317
Rawas Brahmna,Rawas Brahmna,Sanour,Patiala,Punjab,1243,198,0,1045,2,Yes,Har ghar jal certified,Certificate by public health engineering department,262,262
Sefdipur,Saifdipur,Sanour,Patiala,Punjab,694,5,0,689,1,Yes,Har ghar jal certified,Certificate by public health engineering department,153,153
Salempur Brahmna,Salaimpur Brahamana,Sanour,Patiala,Punjab,585,41,0,544,1,Yes,Har ghar jal certified,Certificate by public health engineering department,139,139
Salempur Jattan,Salaimpur Jattan,Sanour,Patiala,Punjab,578,111,0,467,1,Yes,Har ghar jal certified,Certificate by public health engineering department,114,114
Safera,Saphera,Sanour,Patiala,Punjab,1534,747,0,787,1,Yes,Har ghar jal certified,Certificate by public health engineering department,291,291
Sassa Gujjran,Sassa Gujran,Sanour,Patiala,Punjab,2148,394,0,1754,3,Yes,Har ghar jal certified,Certificate by public health engineering department,309,309
Sassi Brahmna,Sassi Brahmna,Sanour,Patiala,Punjab,718,70,0,648,1,Yes,Har ghar jal certified,Certificate by public health engineering department,132,132
Sehbajpur,Sehbajpur,Sanour,Patiala,Punjab,1523,525,0,998,1,Yes,Har ghar jal certified,Certificate by public health engineering department,318,318
Nasirpur,Sekhupur Kamboan,Sanour,Patiala,Punjab,1017,215,0,802,2,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Sheikhupur Kamboan,Sekhupur Kamboan,Sanour,Patiala,Punjab,2871,283,0,2588,2,Yes,Har ghar jal certified,Certificate by public health engineering department,408,408
SHAMASPUR,SHAMSPUR,Sanour,Patiala,Punjab,117,70,0,47,1,Yes,Har ghar jal certified,Certificate by public health engineering department,23,23
Shankarpur,Shankarpur,Sanour,Patiala,Punjab,1155,570,0,585,1,Yes,Har ghar jal certified,Certificate by public health engineering department,138,138
Sher Majra,Sher Majra,Sanour,Patiala,Punjab,1900,870,0,1030,1,Yes,Har ghar jal certified,Certificate by public health engineering department,399,399
Sular,Sular,Sanour,Patiala,Punjab,3841,555,0,3286,3,Yes,Har ghar jal certified,Certificate by public health engineering department,803,803
Suniarheri,Suniarheri,Sanour,Patiala,Punjab,1424,845,0,579,1,Yes,Har ghar jal certified,Certificate by public health engineering department,236,236
Therri,Therri,Sanour,Patiala,Punjab,4846,520,0,4326,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1147,1147
Train,Train,Sanour,Patiala,Punjab,1664,1232,0,432,1,Yes,Har ghar jal certified,Certificate by public health engineering department,329,329
Tulewal,Tulewal,Sanour,Patiala,Punjab,1300,500,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,308,308
Umaidpur,Umaidpur,Sanour,Patiala,Punjab,32,0,0,32,1,Yes,Har ghar jal certified,Certificate by public health engineering department,6,6
Therri,Urban Nagar,Sanour,Patiala,Punjab,4846,520,0,4326,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1147,1147
Karheri,Vidya Nagar,Sanour,Patiala,Punjab,4553,611,0,3942,2,Yes,Har ghar jal certified,Certificate by public health engineering department,980,980
Abdulpur,Abdulpur,Shambu Kalan,Patiala,Punjab,1452,319,0,1133,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Akar,Akar,Shambu Kalan,Patiala,Punjab,1427,499,0,928,1,Yes,Har ghar jal certified,Certificate by public health engineering department,259,259
Akari,Akari,Shambu Kalan,Patiala,Punjab,639,144,0,495,1,Yes,Har ghar jal certified,Certificate by public health engineering department,130,130
Alampur,Alampur,Shambu Kalan,Patiala,Punjab,1157,90,0,1067,1,Yes,Har ghar jal certified,Certificate by public health engineering department,226,226
Alawal Majra,Alawal Majra,Shambu Kalan,Patiala,Punjab,851,821,0,30,1,Yes,Har ghar jal certified,Certificate by public health engineering department,175,175
Ali Majra,Ali Majra,Shambu Kalan,Patiala,Punjab,1575,0,0,1575,1,Yes,Har ghar jal certified,Certificate by public health engineering department,287,287
Jai Nagar,Amirpur,Shambu Kalan,Patiala,Punjab,1833,277,0,1556,2,Yes,Har ghar jal certified,Certificate by public health engineering department,329,329
Jansua,Badal Colony,Shambu Kalan,Patiala,Punjab,4258,1278,0,2980,2,Yes,Har ghar jal certified,Certificate by public health engineering department,768,768
Badoli Gujran,Badoli Gujran,Shambu Kalan,Patiala,Punjab,877,307,0,570,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Baprour,Bapror,Shambu Kalan,Patiala,Punjab,2271,279,0,1992,1,Yes,Har ghar jal certified,Certificate by public health engineering department,435,435
Basma,Basma,Shambu Kalan,Patiala,Punjab,2880,908,0,1972,2,Yes,Har ghar jal certified,Certificate by public health engineering department,460,460
Basma,Basman Colony,Shambu Kalan,Patiala,Punjab,2880,908,0,1972,2,Yes,Har ghar jal certified,Certificate by public health engineering department,460,460
Bathli,Bathli,Shambu Kalan,Patiala,Punjab,315,95,0,220,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
Bathonian Kalan,Bathonian Kalan,Shambu Kalan,Patiala,Punjab,1864,673,0,1191,1,Yes,Har ghar jal certified,Certificate by public health engineering department,357,357
Bathonian Khurd,Bathonian Khurd,Shambu Kalan,Patiala,Punjab,1384,660,0,724,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Bhadak,Bhadak,Shambu Kalan,Patiala,Punjab,865,276,0,589,1,Yes,Har ghar jal certified,Certificate by public health engineering department,211,211
Bhedwal,Bhedwal,Shambu Kalan,Patiala,Punjab,1842,232,0,1610,2,Yes,Har ghar jal certified,Certificate by public health engineering department,292,292
Bhedwal,Bhedwal Jhugian,Shambu Kalan,Patiala,Punjab,1842,232,0,1610,2,Yes,Har ghar jal certified,Certificate by public health engineering department,292,292
Bhoglan,Bhoglan,Shambu Kalan,Patiala,Punjab,1421,355,0,1066,1,Yes,Har ghar jal certified,Certificate by public health engineering department,265,265
Bibipur,Bibi Pur (86),Shambu Kalan,Patiala,Punjab,260,10,0,250,1,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Chalheri,Chalheri,Shambu Kalan,Patiala,Punjab,2123,162,0,1961,1,Yes,Har ghar jal certified,Certificate by public health engineering department,314,314
Chamaru,Chamaru (79),Shambu Kalan,Patiala,Punjab,2961,562,0,2399,1,Yes,Har ghar jal certified,Certificate by public health engineering department,509,509
Chatar Nagar,Chattar Nagar,Shambu Kalan,Patiala,Punjab,606,389,0,217,1,Yes,Har ghar jal certified,Certificate by public health engineering department,112,112
Dahrian,Darian,Shambu Kalan,Patiala,Punjab,1426,5,0,1421,1,Yes,Har ghar jal certified,Certificate by public health engineering department,292,292
DHAKANSU KALAN,Dhakansu Kalan,Shambu Kalan,Patiala,Punjab,3738,862,0,2876,3,Yes,Har ghar jal certified,Certificate by public health engineering department,1015,1015
Dhakansu Khurd,Dhakansu Khurd,Shambu Kalan,Patiala,Punjab,310,78,0,232,1,Yes,Har ghar jal certified,Certificate by public health engineering department,56,56
DHAKANSU KALAN,Dhakansu Majra,Shambu Kalan,Patiala,Punjab,3738,862,0,2876,3,Yes,Har ghar jal certified,Certificate by public health engineering department,1015,1015
Dharamgarh,Dharamgarh,Shambu Kalan,Patiala,Punjab,13,0,0,13,1,Yes,Har ghar jal certified,Certificate by public health engineering department,6,6
Dhindsa,Dhindsan,Shambu Kalan,Patiala,Punjab,892,302,0,590,1,Yes,Har ghar jal certified,Certificate by public health engineering department,147,147
Gazipur,Gajipur,Shambu Kalan,Patiala,Punjab,433,148,0,285,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
Gandian,Gandian,Shambu Kalan,Patiala,Punjab,456,18,0,438,1,Yes,Har ghar jal certified,Certificate by public health engineering department,10,10
Gardi Nagar,Gardi Nagar,Shambu Kalan,Patiala,Punjab,1009,185,0,824,1,Yes,Har ghar jal certified,Certificate by public health engineering department,146,146
Ghagar Sarai,Ghaggar Sarai,Shambu Kalan,Patiala,Punjab,1843,375,0,1468,1,Yes,Har ghar jal certified,Certificate by public health engineering department,360,360
Gharama Kalan,Gharama Kalan,Shambu Kalan,Patiala,Punjab,1452,319,0,1133,1,Yes,Har ghar jal certified,Certificate by public health engineering department,270,270
Gharama Khurd,Gharama Khurd,Shambu Kalan,Patiala,Punjab,206,65,0,141,1,Yes,Har ghar jal certified,Certificate by public health engineering department,49,49
Gopalpur,Gopalpur,Shambu Kalan,Patiala,Punjab,2035,631,0,1404,1,Yes,Har ghar jal certified,Certificate by public health engineering department,406,406
DHAKANSU KALAN,Guru Teg Bahadur Colony,Shambu Kalan,Patiala,Punjab,3738,862,0,2876,3,Yes,Har ghar jal certified,Certificate by public health engineering department,1015,1015
Hashampur,Hashampur,Shambu Kalan,Patiala,Punjab,459,28,0,431,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Jai Nagar,Jai Nagar,Shambu Kalan,Patiala,Punjab,1833,277,0,1556,2,Yes,Har ghar jal certified,Certificate by public health engineering department,329,329
Jakhepal,Jakhepal,Shambu Kalan,Patiala,Punjab,506,0,0,506,1,Yes,Har ghar jal certified,Certificate by public health engineering department,102,102
Jakhran,Jakhran,Shambu Kalan,Patiala,Punjab,637,0,0,637,1,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Jansua,Jansua,Shambu Kalan,Patiala,Punjab,4258,1278,0,2980,2,Yes,Har ghar jal certified,Certificate by public health engineering department,768,768
Khairpur Jattan,Khairpur Jattan,Shambu Kalan,Patiala,Punjab,1122,363,0,759,1,Yes,Har ghar jal certified,Certificate by public health engineering department,205,205
Khairpur Sheikhan,Khairpur Sheikhan,Shambu Kalan,Patiala,Punjab,961,324,0,637,1,Yes,Har ghar jal certified,Certificate by public health engineering department,197,197
Saidkheri,Khajur Peer Colony,Shambu Kalan,Patiala,Punjab,6305,1586,0,4719,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1036,1036
Khandouli,Khandouli,Shambu Kalan,Patiala,Punjab,1892,449,0,1443,1,Yes,Har ghar jal certified,Certificate by public health engineering department,377,377
Khanpur Barring,Khanpur Baring,Shambu Kalan,Patiala,Punjab,1731,716,0,1015,1,Yes,Har ghar jal certified,Certificate by public health engineering department,318,318
Khanpur Gandian,Khanpur Gandian,Shambu Kalan,Patiala,Punjab,2121,880,0,1241,1,Yes,Har ghar jal certified,Certificate by public health engineering department,396,396
Khanpur Khurd,Khanpur Khurd,Shambu Kalan,Patiala,Punjab,899,270,0,629,1,Yes,Har ghar jal certified,Certificate by public health engineering department,154,154
Kheri Gandian,Kheri Gandian,Shambu Kalan,Patiala,Punjab,1919,652,0,1267,1,Yes,Har ghar jal certified,Certificate by public health engineering department,373,373
Kheri Gurna,Kheri Gurna,Shambu Kalan,Patiala,Punjab,1973,685,0,1288,1,Yes,Har ghar jal certified,Certificate by public health engineering department,351,351
Lohand,Luhand,Shambu Kalan,Patiala,Punjab,339,31,0,308,1,Yes,Har ghar jal certified,Certificate by public health engineering department,67,67
Madanpur,Madanpur,Shambu Kalan,Patiala,Punjab,2515,452,0,2063,1,Yes,Har ghar jal certified,Certificate by public health engineering department,472,472
Mandiana,Mandiana,Shambu Kalan,Patiala,Punjab,1503,479,0,1024,1,Yes,Har ghar jal certified,Certificate by public health engineering department,282,282
Mandwal,Mandwal,Shambu Kalan,Patiala,Punjab,1238,371,0,867,1,Yes,Har ghar jal certified,Certificate by public health engineering department,217,217
Mangpur,Mangpur,Shambu Kalan,Patiala,Punjab,594,77,0,517,1,Yes,Har ghar jal certified,Certificate by public health engineering department,116,116
Mehma,Mehma,Shambu Kalan,Patiala,Punjab,898,314,0,584,1,Yes,Har ghar jal certified,Certificate by public health engineering department,174,174
Mehmadpur,Mehmadpur,Shambu Kalan,Patiala,Punjab,663,113,0,550,1,Yes,Har ghar jal certified,Certificate by public health engineering department,125,125
Mehmoodpur,Mehmoodpur,Shambu Kalan,Patiala,Punjab,772,270,0,502,1,Yes,Har ghar jal certified,Certificate by public health engineering department,128,128
Mehtabgarh,Mehtabgarh,Shambu Kalan,Patiala,Punjab,141,42,0,99,1,Yes,Har ghar jal certified,Certificate by public health engineering department,21,21
Mohi Kalan,Mohi Kalan,Shambu Kalan,Patiala,Punjab,1139,162,0,977,1,Yes,Har ghar jal certified,Certificate by public health engineering department,250,250
Mohi Khurd,Mohi Khurd,Shambu Kalan,Patiala,Punjab,2020,505,0,1515,1,Yes,Har ghar jal certified,Certificate by public health engineering department,374,374
Nandgarh,Nandgarh,Shambu Kalan,Patiala,Punjab,1043,296,0,747,1,Yes,Har ghar jal certified,Certificate by public health engineering department,171,171
Nanhera,Nanhera,Shambu Kalan,Patiala,Punjab,2831,406,0,2425,2,Yes,Har ghar jal certified,Certificate by public health engineering department,565,565
Nanhera,Nanhera Khurd,Shambu Kalan,Patiala,Punjab,2831,406,0,2425,2,Yes,Har ghar jal certified,Certificate by public health engineering department,565,565
Nepran,Nepran,Shambu Kalan,Patiala,Punjab,1192,405,0,787,1,Yes,Har ghar jal certified,Certificate by public health engineering department,207,207
Niamatpur,Niamatpur,Shambu Kalan,Patiala,Punjab,1109,333,0,776,1,Yes,Har ghar jal certified,Certificate by public health engineering department,200,200
Naushera,Noshehra,Shambu Kalan,Patiala,Punjab,825,73,0,752,1,Yes,Har ghar jal certified,Certificate by public health engineering department,179,179
Pabra,Pabra,Shambu Kalan,Patiala,Punjab,1583,394,0,1189,1,Yes,Har ghar jal certified,Certificate by public health engineering department,263,263
Pabri,Pabri,Shambu Kalan,Patiala,Punjab,1664,499,0,1165,1,Yes,Har ghar jal certified,Certificate by public health engineering department,300,300
Pehar Kalan,Pehar Kalan,Shambu Kalan,Patiala,Punjab,1335,400,0,935,1,Yes,Har ghar jal certified,Certificate by public health engineering department,234,234
Pehar Khurd,Pehar Khurd,Shambu Kalan,Patiala,Punjab,727,218,0,509,1,Yes,Har ghar jal certified,Certificate by public health engineering department,110,110
Rajgarh,Rajgarh,Shambu Kalan,Patiala,Punjab,1756,464,0,1292,1,Yes,Har ghar jal certified,Certificate by public health engineering department,334,334
Ram Nagar Sainian,Ramnagar,Shambu Kalan,Patiala,Punjab,2250,554,0,1696,1,Yes,Har ghar jal certified,Certificate by public health engineering department,390,390
Safdarpur,Safdarpur,Shambu Kalan,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saidkheri,Saidkheri,Shambu Kalan,Patiala,Punjab,6305,1586,0,4719,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1036,1036
Sarai Mugal,Sarai Mugal,Shambu Kalan,Patiala,Punjab,475,387,0,88,1,Yes,Har ghar jal certified,Certificate by public health engineering department,91,91
Sehra,Sehra,Shambu Kalan,Patiala,Punjab,1551,542,0,1009,1,Yes,Har ghar jal certified,Certificate by public health engineering department,273,273
Sehri,Sehri,Shambu Kalan,Patiala,Punjab,806,224,0,582,1,Yes,Har ghar jal certified,Certificate by public health engineering department,156,156
Shambhu Kalan,Shambu Kalan,Shambu Kalan,Patiala,Punjab,4555,585,0,3970,2,Yes,Har ghar jal certified,Certificate by public health engineering department,650,650
SHAMBHU KHURD,Shambu Khurd,Shambu Kalan,Patiala,Punjab,665,350,0,315,1,Yes,Har ghar jal certified,Certificate by public health engineering department,141,141
Shambhu Kalan,Shambu Rajputan,Shambu Kalan,Patiala,Punjab,4555,585,0,3970,2,Yes,Har ghar jal certified,Certificate by public health engineering department,650,650
Suron,Suhron,Shambu Kalan,Patiala,Punjab,2787,620,0,2167,2,Yes,Har ghar jal certified,Certificate by public health engineering department,519,519
Surajgarh,Surjgarh,Shambu Kalan,Patiala,Punjab,1041,364,0,677,1,Yes,Har ghar jal certified,Certificate by public health engineering department,205,205
Takhtumajra,Takhtumajra,Shambu Kalan,Patiala,Punjab,1074,398,0,676,1,Yes,Har ghar jal certified,Certificate by public health engineering department,192,192
Tepla,Tepla,Shambu Kalan,Patiala,Punjab,3029,631,0,2398,1,Yes,Har ghar jal certified,Certificate by public health engineering department,552,552
Thuha,Thuha,Shambu Kalan,Patiala,Punjab,2938,734,0,2204,1,Yes,Har ghar jal certified,Certificate by public health engineering department,522,522
