Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Kotla Ranewal,Kiri Afgana,Chamkaur Sahib,Rupnagar,Punjab,130,78,0,52,1,Yes,Har ghar jal certified,Certificate by public health engineering department,25,25
Kotla Sarmukh Singh,Kotla Surmukh Singh,Chamkaur Sahib,Rupnagar,Punjab,489,214,0,275,1,Yes,Har ghar jal certified,Certificate by public health engineering department,95,95
Kotli,Kotli,Chamkaur Sahib,Rupnagar,Punjab,667,363,0,304,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Bama,Kulian,Chamkaur Sahib,Rupnagar,Punjab,308,0,0,308,1,Yes,Har ghar jal certified,Certificate by public health engineering department,55,55
Kullian,Kulian,Chamkaur Sahib,Rupnagar,Punjab,345,222,0,123,1,Yes,Har ghar jal certified,Certificate by public health engineering department,63,63
Makowal,Makowal,Chamkaur Sahib,Rupnagar,Punjab,1462,832,0,630,2,Yes,Har ghar jal certified,Certificate by public health engineering department,255,255
Makrauna Khurd,Makrauna Khurd,Chamkaur Sahib,Rupnagar,Punjab,1145,561,0,584,1,Yes,Har ghar jal certified,Certificate by public health engineering department,212,212
Manjitpura,Manjitpura Urf Chamar Majra,Chamkaur Sahib,Rupnagar,Punjab,419,419,0,0,1,Yes,Har ghar jal certified,Certificate by public health engineering department,80,80
Muajudinpur,Maujudinpur,Chamkaur Sahib,Rupnagar,Punjab,405,245,0,160,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
Muzafat,Mazafat,Chamkaur Sahib,Rupnagar,Punjab,440,7,0,433,1,Yes,Har ghar jal certified,Certificate by public health engineering department,92,92
Mehtot,Mehtot,Chamkaur Sahib,Rupnagar,Punjab,1202,518,0,684,1,Yes,Har ghar jal certified,Certificate by public health engineering department,186,186
Mohan Majra,Mohan Majra,Chamkaur Sahib,Rupnagar,Punjab,626,368,0,258,1,Yes,Har ghar jal certified,Certificate by public health engineering department,131,131
Muqrabpur,Mukarabpur,Chamkaur Sahib,Rupnagar,Punjab,239,124,0,115,1,Yes,Har ghar jal certified,Certificate by public health engineering department,40,40
Mundian,Mundian,Chamkaur Sahib,Rupnagar,Punjab,1323,671,0,652,1,Yes,Har ghar jal certified,Certificate by public health engineering department,280,280
Fatehgarh Viran,PHASSE,Chamkaur Sahib,Rupnagar,Punjab,180,0,0,180,1,Yes,Har ghar jal certified,Certificate by public health engineering department,43,43
Phasse,PHASSE,Chamkaur Sahib,Rupnagar,Punjab,240,150,0,90,1,Yes,Har ghar jal certified,Certificate by public health engineering department,45,45
Pipal Majra,Pippal Majra,Chamkaur Sahib,Rupnagar,Punjab,1082,633,0,449,1,Yes,Har ghar jal certified,Certificate by public health engineering department,175,175
Rampur,Rampur,Chamkaur Sahib,Rupnagar,Punjab,740,206,0,534,1,Yes,Har ghar jal certified,Certificate by public health engineering department,144,144
Rampur Bet,Rampur Bet,Chamkaur Sahib,Rupnagar,Punjab,208,52,0,156,1,Yes,Har ghar jal certified,Certificate by public health engineering department,32,32
Rashidpur,Rashidpur,Chamkaur Sahib,Rupnagar,Punjab,1115,590,0,525,1,Yes,Har ghar jal certified,Certificate by public health engineering department,207,207
Rolu Majra,Raulu Majra,Chamkaur Sahib,Rupnagar,Punjab,1376,486,0,890,1,Yes,Har ghar jal certified,Certificate by public health engineering department,228,228
Rakoli Mangarh,Rukali Mangarh,Chamkaur Sahib,Rupnagar,Punjab,712,239,0,473,1,Yes,Har ghar jal certified,Certificate by public health engineering department,76,76
Rurki Hiran,Rurki Heeran,Chamkaur Sahib,Rupnagar,Punjab,1629,494,0,1135,1,Yes,Har ghar jal certified,Certificate by public health engineering department,296,296
SAIDPUR,SAIDPUR,Chamkaur Sahib,Rupnagar,Punjab,442,45,0,397,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Salahpur,Salahpur,Chamkaur Sahib,Rupnagar,Punjab,479,46,0,433,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Salempur,Salempur,Chamkaur Sahib,Rupnagar,Punjab,2610,992,0,1618,2,Yes,Har ghar jal certified,Certificate by public health engineering department,493,493
Sandhuan,Sandhuan,Chamkaur Sahib,Rupnagar,Punjab,1931,921,0,1010,1,Yes,Har ghar jal certified,Certificate by public health engineering department,318,318
Sarangpur,Sarangpur,Chamkaur Sahib,Rupnagar,Punjab,228,168,0,60,1,Yes,Har ghar jal certified,Certificate by public health engineering department,59,59
Shantpur,Shantpur,Chamkaur Sahib,Rupnagar,Punjab,712,330,0,382,1,Yes,Har ghar jal certified,Certificate by public health engineering department,133,133
Beli Attalgarh,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,11,0,0,11,1,Yes,Har ghar jal certified,Certificate by public health engineering department,2,2
Karkhana Bela,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,27,27,0,0,1,Yes,Har ghar jal certified,Certificate by public health engineering department,8,8
Sheikhupur,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,570,220,0,350,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Silo Mascow,Silo Mascow,Chamkaur Sahib,Rupnagar,Punjab,577,428,0,149,1,Yes,Har ghar jal certified,Certificate by public health engineering department,45,45
Panjpeda,Sultanpur,Chamkaur Sahib,Rupnagar,Punjab,142,115,0,27,1,Yes,Har ghar jal certified,Certificate by public health engineering department,27,27
Sultanpur,Sultanpur,Chamkaur Sahib,Rupnagar,Punjab,285,85,0,200,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
Talapur,Tala Pur,Chamkaur Sahib,Rupnagar,Punjab,543,64,0,479,1,Yes,Har ghar jal certified,Certificate by public health engineering department,108,108
Tapprian Amar Singh,Tapprian Amar Singh,Chamkaur Sahib,Rupnagar,Punjab,1148,57,0,1091,1,Yes,Har ghar jal certified,Certificate by public health engineering department,238,238
Chupki,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,100,0,0,100,1,Yes,Har ghar jal certified,Certificate by public health engineering department,16,16
Khalilpur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,115,5,0,110,1,Yes,Har ghar jal certified,Certificate by public health engineering department,20,20
Ramgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,396,329,0,67,1,Yes,Har ghar jal certified,Certificate by public health engineering department,45,45
Ranga,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,184,176,0,8,1,Yes,Har ghar jal certified,Certificate by public health engineering department,33,33
Rattanpur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,105,20,0,85,1,Yes,Har ghar jal certified,Certificate by public health engineering department,21,21
Tapprian Boothgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,6,0,0,6,1,Yes,Har ghar jal certified,Certificate by public health engineering department,2,2
Tapprian Ramgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,70,20,0,50,1,Yes,Har ghar jal certified,Certificate by public health engineering department,15,15
Taprian Gharispur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,426,354,0,72,1,Yes,Har ghar jal certified,Certificate by public health engineering department,71,71
Wazidpur,Wazidpur,Chamkaur Sahib,Rupnagar,Punjab,300,20,0,280,1,Yes,Har ghar jal certified,Certificate by public health engineering department,59,59
Amrali,Amrali,Morinda,Rupnagar,Punjab,1826,532,0,1294,1,Yes,Har ghar jal certified,Certificate by public health engineering department,425,425
Arnauli,Arnouli,Morinda,Rupnagar,Punjab,890,688,0,202,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Badwali,Badwali,Morinda,Rupnagar,Punjab,1462,698,0,764,1,Yes,Har ghar jal certified,Certificate by public health engineering department,265,265
Ballan,Ballan,Morinda,Rupnagar,Punjab,472,237,0,235,1,Yes,Har ghar jal certified,Certificate by public health engineering department,108,108
Bamnara,Bamnara,Morinda,Rupnagar,Punjab,1240,690,0,550,1,Yes,Har ghar jal certified,Certificate by public health engineering department,238,238
Ban Majra,Ban Majra,Morinda,Rupnagar,Punjab,986,595,0,391,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Matheri,Ban Majra,Morinda,Rupnagar,Punjab,264,0,0,264,1,Yes,Har ghar jal certified,Certificate by public health engineering department,49,49
Bangian,Bangian,Morinda,Rupnagar,Punjab,285,104,0,181,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
Behbalpur,Behbalpur,Morinda,Rupnagar,Punjab,566,256,0,310,1,Yes,Har ghar jal certified,Certificate by public health engineering department,115,115
Behdali,Behdali,Morinda,Rupnagar,Punjab,1157,282,0,875,1,Yes,Har ghar jal certified,Certificate by public health engineering department,208,208
Bhagowal,Bhagowal,Morinda,Rupnagar,Punjab,516,0,0,516,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Boor Majra,Boor Majra,Morinda,Rupnagar,Punjab,2038,606,0,1432,2,Yes,Har ghar jal certified,Certificate by public health engineering department,461,461
Boothgarh,Boothgarh,Morinda,Rupnagar,Punjab,350,100,0,250,1,Yes,Har ghar jal certified,Certificate by public health engineering department,73,73
Rampur Mehrab,Boothgarh,Morinda,Rupnagar,Punjab,166,46,0,120,1,Yes,Har ghar jal certified,Certificate by public health engineering department,35,35
Chaklan,Chaklan,Morinda,Rupnagar,Punjab,322,12,0,310,1,Yes,Har ghar jal certified,Certificate by public health engineering department,64,64
Chalaki,Chalaki,Morinda,Rupnagar,Punjab,510,250,0,260,1,Yes,Har ghar jal certified,Certificate by public health engineering department,88,88
Charheri,Charheri,Morinda,Rupnagar,Punjab,585,50,0,535,1,Yes,Har ghar jal certified,Certificate by public health engineering department,116,116
Chitamla,Chatamla,Morinda,Rupnagar,Punjab,1122,653,0,469,1,Yes,Har ghar jal certified,Certificate by public health engineering department,228,228
Ranjitpura Alias Akbarpur,Chatamla,Morinda,Rupnagar,Punjab,30,0,0,30,1,Yes,Har ghar jal certified,Certificate by public health engineering department,6,6
Chitamli,Chatamli,Morinda,Rupnagar,Punjab,1312,632,0,680,1,Yes,Har ghar jal certified,Certificate by public health engineering department,235,235
Datarpur,Datarpur,Morinda,Rupnagar,Punjab,961,338,0,623,2,Yes,Har ghar jal certified,Certificate by public health engineering department,176,176
Rambagh,Datarpur,Morinda,Rupnagar,Punjab,29,29,0,0,1,Yes,Har ghar jal certified,Certificate by public health engineering department,7,7
Dhanauri,Dhanauri,Morinda,Rupnagar,Punjab,2450,525,0,1925,1,Yes,Har ghar jal certified,Certificate by public health engineering department,438,438
Dhangrali,Dhangrali,Morinda,Rupnagar,Punjab,1680,985,0,695,1,Yes,Har ghar jal certified,Certificate by public health engineering department,330,330
Dhianpura,Dhianpura,Morinda,Rupnagar,Punjab,908,280,0,628,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Dholan Majra,Dholan Majra,Morinda,Rupnagar,Punjab,638,158,0,480,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Doom Chheri,Doomcheri,Morinda,Rupnagar,Punjab,1373,385,0,988,1,Yes,Har ghar jal certified,Certificate by public health engineering department,275,275
Dumna,Dumna,Morinda,Rupnagar,Punjab,1090,660,0,430,1,Yes,Har ghar jal certified,Certificate by public health engineering department,222,222
Fatehgarh,Fatehgarh,Morinda,Rupnagar,Punjab,609,274,0,335,1,Yes,Har ghar jal certified,Certificate by public health engineering department,117,117
Gopalpur,Gopalpur,Morinda,Rupnagar,Punjab,831,351,0,480,1,Yes,Har ghar jal certified,Certificate by public health engineering department,145,145
Kainaur,Kainour,Morinda,Rupnagar,Punjab,2952,1274,0,1678,1,Yes,Har ghar jal certified,Certificate by public health engineering department,560,560
Kajauli,Kajouli,Morinda,Rupnagar,Punjab,785,255,0,530,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Kakrali,Kakrali,Morinda,Rupnagar,Punjab,1597,622,0,975,1,Yes,Har ghar jal certified,Certificate by public health engineering department,285,285
Kalaran,Kalaran,Morinda,Rupnagar,Punjab,940,290,0,650,1,Yes,Har ghar jal certified,Certificate by public health engineering department,83,83
Kalheri,Kalheri,Morinda,Rupnagar,Punjab,790,580,0,210,1,Yes,Har ghar jal certified,Certificate by public health engineering department,145,145
Kanjla,Kanjla,Morinda,Rupnagar,Punjab,766,417,0,349,1,Yes,Har ghar jal certified,Certificate by public health engineering department,123,123
Khairpur,Khairpur,Morinda,Rupnagar,Punjab,600,187,0,413,2,Yes,Har ghar jal certified,Certificate by public health engineering department,102,102
Kotla,Kotla,Morinda,Rupnagar,Punjab,157,0,0,157,1,Yes,Har ghar jal certified,Certificate by public health engineering department,31,31
Kotli,Kotli,Morinda,Rupnagar,Punjab,600,150,0,450,1,Yes,Har ghar jal certified,Certificate by public health engineering department,134,134
Lutheri,Lutheri,Morinda,Rupnagar,Punjab,1305,473,0,832,1,Yes,Har ghar jal certified,Certificate by public health engineering department,260,260
Majri,Majri,Morinda,Rupnagar,Punjab,2398,1067,0,1331,1,Yes,Har ghar jal certified,Certificate by public health engineering department,59,59
Mandan,Mandan,Morinda,Rupnagar,Punjab,64,24,0,40,1,Yes,Har ghar jal certified,Certificate by public health engineering department,13,13
Man Kheri,Mankheri,Morinda,Rupnagar,Punjab,657,291,0,366,1,Yes,Har ghar jal certified,Certificate by public health engineering department,102,102
Marauli Kalan,Marauli Kalan,Morinda,Rupnagar,Punjab,2869,943,0,1926,1,Yes,Har ghar jal certified,Certificate by public health engineering department,517,517
Marauli Khurd,Marauli Khurd,Morinda,Rupnagar,Punjab,960,530,0,430,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Morinda Rural,Morinda Rural,Morinda,Rupnagar,Punjab,947,946,0,1,1,Yes,Har ghar jal certified,Certificate by public health engineering department,169,169
Mundian,Mundian,Morinda,Rupnagar,Punjab,531,151,0,380,1,Yes,Har ghar jal certified,Certificate by public health engineering department,103,103
Nathmalpur,Nathmalpur,Morinda,Rupnagar,Punjab,1374,781,0,593,1,Yes,Har ghar jal certified,Certificate by public health engineering department,283,283
Oind,Oind,Morinda,Rupnagar,Punjab,1833,549,0,1284,1,Yes,Har ghar jal certified,Certificate by public health engineering department,371,371
Paprali,Paprali,Morinda,Rupnagar,Punjab,1500,676,0,824,1,Yes,Har ghar jal certified,Certificate by public health engineering department,281,281
Ramgarh,Ramgarh,Morinda,Rupnagar,Punjab,277,245,0,32,1,Yes,Har ghar jal certified,Certificate by public health engineering department,94,94
Rangian,Rangian,Morinda,Rupnagar,Punjab,1605,456,0,1149,1,Yes,Har ghar jal certified,Certificate by public health engineering department,295,295
Rasulpur,Rasulpur,Morinda,Rupnagar,Punjab,750,260,0,490,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Rattangarh,Rattangarh,Morinda,Rupnagar,Punjab,384,4,0,380,1,Yes,Har ghar jal certified,Certificate by public health engineering department,77,77
Rauni Kalan,Rauni Kalan,Morinda,Rupnagar,Punjab,530,194,0,336,1,Yes,Har ghar jal certified,Certificate by public health engineering department,97,97
Rouni Khurd,Rauni Khurd,Morinda,Rupnagar,Punjab,250,30,0,220,1,Yes,Har ghar jal certified,Certificate by public health engineering department,40,40
Saheri,Saheri,Morinda,Rupnagar,Punjab,1589,789,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,298,298
Sakho Majra,Sakho Majra,Morinda,Rupnagar,Punjab,660,300,0,360,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Samana Kalan,Samana Kalan,Morinda,Rupnagar,Punjab,1838,588,0,1250,1,Yes,Har ghar jal certified,Certificate by public health engineering department,325,325
Samana Khurd,Samana Khurd,Morinda,Rupnagar,Punjab,861,135,0,726,1,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Samrauli,Samrauli,Morinda,Rupnagar,Punjab,365,174,0,191,1,Yes,Har ghar jal certified,Certificate by public health engineering department,60,60
Sangatpura,Sangatpur,Morinda,Rupnagar,Punjab,210,125,0,85,1,Yes,Har ghar jal certified,Certificate by public health engineering department,35,35
Sarhana,Sarhana,Morinda,Rupnagar,Punjab,870,350,0,520,1,Yes,Har ghar jal certified,Certificate by public health engineering department,147,147
Shahpur,Shahpur,Morinda,Rupnagar,Punjab,350,100,0,250,1,Yes,Har ghar jal certified,Certificate by public health engineering department,68,68
Sotal Baba,Sotal Baba,Morinda,Rupnagar,Punjab,1600,185,0,1415,1,Yes,Har ghar jal certified,Certificate by public health engineering department,296,296
Tajpura,Tajpura,Morinda,Rupnagar,Punjab,726,156,0,570,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Udhampur,Udhampur,Morinda,Rupnagar,Punjab,222,15,0,207,1,Yes,Har ghar jal certified,Certificate by public health engineering department,48,48
Abiana Kalan,Abiana Kalan,Nurpur Bedi,Rupnagar,Punjab,946,148,0,798,1,Yes,Har ghar jal certified,Certificate by public health engineering department,192,192
Abiana Khurd,Abiana Khurd,Nurpur Bedi,Rupnagar,Punjab,931,84,0,847,1,Yes,Har ghar jal certified,Certificate by public health engineering department,196,196
Amarpur Bela,Amarpur Bela,Nurpur Bedi,Rupnagar,Punjab,316,40,0,276,1,Yes,Har ghar jal certified,Certificate by public health engineering department,88,88
Asalatpur,Aslatpur,Nurpur Bedi,Rupnagar,Punjab,546,0,0,546,1,Yes,Har ghar jal certified,Certificate by public health engineering department,184,184
Aulakh,Aulakh,Nurpur Bedi,Rupnagar,Punjab,612,49,0,563,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Azampur,Azampur,Nurpur Bedi,Rupnagar,Punjab,890,245,0,645,1,Yes,Har ghar jal certified,Certificate by public health engineering department,215,215
Bahman Majra,Bahman Majra,Nurpur Bedi,Rupnagar,Punjab,664,62,0,602,1,Yes,Har ghar jal certified,Certificate by public health engineering department,141,141
Bainhara,Bainhara,Nurpur Bedi,Rupnagar,Punjab,238,0,0,238,1,Yes,Har ghar jal certified,Certificate by public health engineering department,102,102
Bains,Bains,Nurpur Bedi,Rupnagar,Punjab,1444,490,0,954,1,Yes,Har ghar jal certified,Certificate by public health engineering department,374,374
Bajroor,Bajrur,Nurpur Bedi,Rupnagar,Punjab,2412,595,0,1817,1,Yes,Har ghar jal certified,Certificate by public health engineering department,593,593
Balewal,Balewal,Nurpur Bedi,Rupnagar,Punjab,1594,237,0,1357,2,Yes,Har ghar jal certified,Certificate by public health engineering department,609,609
Barari,Barari,Nurpur Bedi,Rupnagar,Punjab,434,0,0,434,3,Yes,Har ghar jal certified,Certificate by public health engineering department,74,74
Barian,Barian,Nurpur Bedi,Rupnagar,Punjab,496,15,0,481,1,Yes,Har ghar jal certified,Certificate by public health engineering department,102,102
Barwa,Barwa,Nurpur Bedi,Rupnagar,Punjab,1700,240,0,1460,1,Yes,Har ghar jal certified,Certificate by public health engineering department,374,374
Basali,Basali,Nurpur Bedi,Rupnagar,Punjab,768,131,0,637,3,Yes,Har ghar jal certified,Certificate by public health engineering department,274,274
Bassi,Bassi,Nurpur Bedi,Rupnagar,Punjab,823,197,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,197,197
Chanauli,Bassi,Nurpur Bedi,Rupnagar,Punjab,1341,291,0,1050,1,Yes,Har ghar jal certified,Certificate by public health engineering department,337,337
Batarla,Batarala,Nurpur Bedi,Rupnagar,Punjab,292,55,0,237,1,Yes,Har ghar jal certified,Certificate by public health engineering department,57,57
Bhaini,Bhaini,Nurpur Bedi,Rupnagar,Punjab,715,67,0,648,1,Yes,Har ghar jal certified,Certificate by public health engineering department,141,141
Bhanglan,Bhangal,Nurpur Bedi,Rupnagar,Punjab,1111,164,0,947,1,Yes,Har ghar jal certified,Certificate by public health engineering department,294,294
Bhauwal,Bhaowal,Nurpur Bedi,Rupnagar,Punjab,949,149,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,198,198
PAHARON,Bhaowal,Nurpur Bedi,Rupnagar,Punjab,9,0,0,9,1,Yes,Har ghar jal certified,Certificate by public health engineering department,2,2
Bathlour Khad,Bhatlaur Khad,Nurpur Bedi,Rupnagar,Punjab,660,390,0,270,1,Yes,Har ghar jal certified,Certificate by public health engineering department,160,160
Bhatauli,Bhatoli,Nurpur Bedi,Rupnagar,Punjab,177,93,0,84,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Bhatton,Bhatton,Nurpur Bedi,Rupnagar,Punjab,781,76,0,705,1,Yes,Har ghar jal certified,Certificate by public health engineering department,167,167
Bhogipur,Bhogipur,Nurpur Bedi,Rupnagar,Punjab,583,91,0,492,1,Yes,Har ghar jal certified,Certificate by public health engineering department,119,119
Boothgarh,Buthgarh,Nurpur Bedi,Rupnagar,Punjab,359,36,0,323,2,Yes,Har ghar jal certified,Certificate by public health engineering department,92,92
Chhaja,Chajja,Nurpur Bedi,Rupnagar,Punjab,474,52,0,422,1,Yes,Har ghar jal certified,Certificate by public health engineering department,97,97
Chandpur,Chandpur,Nurpur Bedi,Rupnagar,Punjab,182,0,0,182,1,Yes,Har ghar jal certified,Certificate by public health engineering department,262,262
Asmanpur,Chandpur Asmani,Nurpur Bedi,Rupnagar,Punjab,808,218,0,590,2,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
Chaunta,Chaunta,Nurpur Bedi,Rupnagar,Punjab,536,10,0,526,1,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
Chahar Majra,Chehar Majra,Nurpur Bedi,Rupnagar,Punjab,640,179,0,461,1,Yes,Har ghar jal certified,Certificate by public health engineering department,136,136
Dhamana,Dhamana,Nurpur Bedi,Rupnagar,Punjab,930,355,0,575,2,Yes,Har ghar jal certified,Certificate by public health engineering department,386,386
Dahirpur,Dhirpur,Nurpur Bedi,Rupnagar,Punjab,497,70,0,427,1,Yes,Har ghar jal certified,Certificate by public health engineering department,116,116
Dummewal,Dumewal,Nurpur Bedi,Rupnagar,Punjab,678,85,0,593,2,Yes,Har ghar jal certified,Certificate by public health engineering department,138,138
Garhbaga,Garh Dolian,Nurpur Bedi,Rupnagar,Punjab,1549,1020,0,529,4,Yes,Har ghar jal certified,Certificate by public health engineering department,528,528
Garhbaga,Garhbaga,Nurpur Bedi,Rupnagar,Punjab,1549,1020,0,529,4,Yes,Har ghar jal certified,Certificate by public health engineering department,528,528
Ghahi Majra,Ghahi Majra,Nurpur Bedi,Rupnagar,Punjab,331,50,0,281,1,Yes,Har ghar jal certified,Certificate by public health engineering department,94,94
Gobindpur,Gobindpur Bela,Nurpur Bedi,Rupnagar,Punjab,282,18,0,264,1,Yes,Har ghar jal certified,Certificate by public health engineering department,72,72
Gochar,Gochar,Nurpur Bedi,Rupnagar,Punjab,885,391,0,494,2,Yes,Har ghar jal certified,Certificate by public health engineering department,249,249
Gopalpur,Gopalpur,Nurpur Bedi,Rupnagar,Punjab,275,4,0,271,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Gurse Majra,Gurse Majra,Nurpur Bedi,Rupnagar,Punjab,388,22,0,366,1,Yes,Har ghar jal certified,Certificate by public health engineering department,67,67
Haripur,Haripur,Nurpur Bedi,Rupnagar,Punjab,331,123,0,208,2,Yes,Har ghar jal certified,Certificate by public health engineering department,108,108
Hirpur Ganura,Haripur Ganura,Nurpur Bedi,Rupnagar,Punjab,1151,236,0,915,4,Yes,Har ghar jal certified,Certificate by public health engineering department,238,238
Hayatpur,Hayatpur,Nurpur Bedi,Rupnagar,Punjab,1291,87,0,1204,2,Yes,Har ghar jal certified,Certificate by public health engineering department,342,342
Jatauli,Jatoli,Nurpur Bedi,Rupnagar,Punjab,1331,627,0,704,2,Yes,Har ghar jal certified,Certificate by public health engineering department,483,483
Jatpur,Jatpur,Nurpur Bedi,Rupnagar,Punjab,1782,229,0,1553,2,Yes,Har ghar jal certified,Certificate by public health engineering department,444,444
Jatwar,Jatwahar,Nurpur Bedi,Rupnagar,Punjab,2764,1354,0,1410,4,Yes,Har ghar jal certified,Certificate by public health engineering department,584,584
Jhaj,Jhaj,Nurpur Bedi,Rupnagar,Punjab,1256,150,0,1106,1,Yes,Har ghar jal certified,Certificate by public health engineering department,340,340
Jhandian,Jhandian Kalan,Nurpur Bedi,Rupnagar,Punjab,1758,914,0,844,2,Yes,Har ghar jal certified,Certificate by public health engineering department,505,505
Jhangrian,Jhangrian,Nurpur Bedi,Rupnagar,Punjab,745,215,0,530,2,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Jhingri,Jhinjari,Nurpur Bedi,Rupnagar,Punjab,685,162,0,523,1,Yes,Har ghar jal certified,Certificate by public health engineering department,129,129
MAJRA,Jhinjari,Nurpur Bedi,Rupnagar,Punjab,619,161,0,458,1,Yes,Har ghar jal certified,Certificate by public health engineering department,25,25
Kahanpur Khuhi,Kahanpur Khuhi,Nurpur Bedi,Rupnagar,Punjab,563,460,0,103,1,Yes,Har ghar jal certified,Certificate by public health engineering department,320,320
Kalwan,KALWAN,Nurpur Bedi,Rupnagar,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KUKOWAL,KALWAN,Nurpur Bedi,Rupnagar,Punjab,8,0,0,8,1,Yes,Har ghar jal certified,Certificate by public health engineering department,2,2
Kangar,Kangar,Nurpur Bedi,Rupnagar,Punjab,845,275,0,570,1,Yes,Har ghar jal certified,Certificate by public health engineering department,222,222
Kartarpur,Kartarpur,Nurpur Bedi,Rupnagar,Punjab,1396,401,0,995,1,Yes,Har ghar jal certified,Certificate by public health engineering department,321,321
Karura,Karura,Nurpur Bedi,Rupnagar,Punjab,1670,140,0,1530,5,Yes,Har ghar jal certified,Certificate by public health engineering department,405,405
Katta,Katta,Nurpur Bedi,Rupnagar,Punjab,487,206,0,281,2,Yes,Har ghar jal certified,Certificate by public health engineering department,171,171
Khattana,Khatana,Nurpur Bedi,Rupnagar,Punjab,610,246,0,364,3,Yes,Har ghar jal certified,Certificate by public health engineering department,177,177
Kheri,Kheri,Nurpur Bedi,Rupnagar,Punjab,1213,236,0,977,1,Yes,Har ghar jal certified,Certificate by public health engineering department,228,228
Kumbhewal,Kumbewal,Nurpur Bedi,Rupnagar,Punjab,271,172,0,99,1,Yes,Har ghar jal certified,Certificate by public health engineering department,92,92
Lakhno,Lakhno 401,Nurpur Bedi,Rupnagar,Punjab,215,5,0,210,1,Yes,Har ghar jal certified,Certificate by public health engineering department,49,49
Lalpur,Lalpur,Nurpur Bedi,Rupnagar,Punjab,786,160,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,142,142
Lasari,Lassari,Nurpur Bedi,Rupnagar,Punjab,455,91,0,364,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Lahrian,Lehrian,Nurpur Bedi,Rupnagar,Punjab,704,108,0,596,1,Yes,Har ghar jal certified,Certificate by public health engineering department,92,92
TAPRIAN CHAK CHAL ALIAS KUJAL,Lehrian,Nurpur Bedi,Rupnagar,Punjab,13,0,0,13,1,Yes,Har ghar jal certified,Certificate by public health engineering department,3,3
Madhopur,Madhopur,Nurpur Bedi,Rupnagar,Punjab,750,124,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Mehandpur,Mahandpur,Nurpur Bedi,Rupnagar,Punjab,980,120,0,860,1,Yes,Har ghar jal certified,Certificate by public health engineering department,257,257
Mawa,Mawa,Nurpur Bedi,Rupnagar,Punjab,689,147,0,542,1,Yes,Har ghar jal certified,Certificate by public health engineering department,179,179
Mirpur,Mirpur,Nurpur Bedi,Rupnagar,Punjab,436,54,0,382,1,Yes,Har ghar jal certified,Certificate by public health engineering department,109,109
Mothapur,Mothapur,Nurpur Bedi,Rupnagar,Punjab,611,40,0,571,1,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
