Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
GOBINDPURA ALIAS PAIND (36247),KOOA DERY ( 244226 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lalwa (36274),LALWA ( 18954 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MATAULI (36242),MATAULI ( 18955 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
GAFURPURA ALIAS MAULVIWALA (36249),MAULVIWALA ( 18956 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SAIDEWALA ALIAS NAIWALA (36244),NAIWALA ( 18957 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KALBANO (36282),NAWA PIND KALBANU ( 18958 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LALWA (36274),NAWAN PIND LALWA ( 277570 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAL (36272),NIAL ( 18959 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NURPURA (36248),NOORPURA ( 18960 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
GOBINDPURA ALIAS PAIND (36247),PAIND KHURD ( 277568 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARNO (36236),PALASOUR ( 260810 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
